id,has_attachment,status,text,link,user_id,resolved_by_id,target_id,visits_count_admin,visits_count_expert,visits_count_user
33,FALSE,OPEN,Здраствуйте. Вот песня kristian leontiou - story of my life Нужно взять припев из этой песни(слова именно в припеве похожы и он повторяетса) а из этой песни голос( очень похож) James Blunt - Wisemen . Вообщем из первого трека нужно взять слова и звучание из припева а со второго голос и как то сопоставить. Помогите пож....,http://hazanda.com/ticket-33,25,,291,1,3,
34,FALSE,RESOLVED, ,http://hazanda.com/ticket-34,26,833,1478,1,5,
35,FALSE,OPEN,Геймеры. 2 серия (трек в клубе?) ,http://hazanda.com/ticket-35,27,,21,2,3,
36,FALSE,RESOLVED, ,http://hazanda.com/ticket-36,28,,22,2,2,
37,FALSE,CLOSED,привет я ищу трек из первого анонса геймеры вот ссылка на анонс песня начинается как я понял HEY YOU. ,http://hazanda.com/ticket-37,29,22,20,1,2,
38,FALSE,OPEN, ,http://hazanda.com/ticket-38,32,,,1,3,
39,FALSE,CLOSED,что за трек - где Куджо выжигает танцпол ,http://hazanda.com/ticket-39,33,,,1,2,
40,TRUE,CLOSED, Подскажите пожалуйста трек с 4.05 шазам не ищет,http://hazanda.com/ticket-40,31,45,292,1,3,
41,FALSE,CLOSED,Название трека в VK: Record Megamix – #1943 (20-02-2016) ,http://hazanda.com/ticket-41,37,5,293,1,2,
42,FALSE,CLOSED,подскажите пожалуйста музыку на 3:52,http://hazanda.com/ticket-42,35,43,23,2,2,
43,TRUE,OPEN, помогите найти песню по тексту!,http://hazanda.com/ticket-43,39,,31,2,5,
44,TRUE,CLOSED, - онлайн лови меня в сети ,http://hazanda.com/ticket-44,39,2,30,2,3,
45,FALSE,RESOLVED,вроде чаян фамали но я не могу найти ,http://hazanda.com/ticket-45,46,833,40,1,6,
46,TRUE,CLOSED,Ээм,http://hazanda.com/ticket-46,47,2,27,1,2,
47,TRUE,CLOSED, ,http://hazanda.com/ticket-47,47,2,28,1,3,
48,TRUE,CLOSED,люди пожалуйста помогите найти песню уже недел. мучаюсь ,http://hazanda.com/ticket-48,47,2,26,1,3,
49,FALSE,CLOSED,В общем пытаюсь уже года три найти от сюда трэк программы шизам трэкид не ищут не на сайте zoo york не в комментариях не где нт инфы.Я уже обещал или пиво или денег на телефон кинуть тому кто поможет найти её так и сейчас отблагодарю. ,http://hazanda.com/ticket-49,35,22,29,1,3,
50,TRUE,REOPEN,Ребят подскажите пожалуйста где можно найти и кто исполняет клубный трек из сериала Молодёжка - 3 где Марина танцует и с Владом познакомилась он ещё звучит в 31-й серии сериала заранее спасибо!)),http://hazanda.com/ticket-50,2,,32,2,5,
51,FALSE,RESOLVED, ,http://hazanda.com/ticket-51,52,833,33,1,6,
52,FALSE,RESOLVED,Что за музыка на заднем фоне видео? ,http://hazanda.com/ticket-52,52,833,294,1,4,
53,FALSE,RESOLVED, Подскажите что играет за трек тут?,http://hazanda.com/ticket-53,53,60,37,1,2,
54,FALSE,CLOSED,https://vk.com/feed?section=notifications&w=wall-43248954_495404&z=video-43248954_171608668%2F8a5fdf587a4f550687%2Fpl_post_-43248954_495404 ,http://hazanda.com/ticket-54,55,43,34,1,2,
55,FALSE,REOPEN,Хочу найти трек из рекламного ролика последних серий Интерны. По тнт в среду-четверг обещают выйти.... подскажите плиз кто знает?,http://hazanda.com/ticket-55,30,60,35,2,3,
56,FALSE,CLOSED,Хочу найти этот трек вырезал этот кусок из видео обзора про автомобили. Искал много чего прослушал. Кто-то сказал что похоже на Hadouken! но прослушав-не нашел. Помогите пожалуйста,http://hazanda.com/ticket-56,30,2,295,1,2,
57,FALSE,CLOSED,хочу найти трек который играет на 24:45 секунде,http://hazanda.com/ticket-57,38,2,,1,2,
58,TRUE,CLOSED,Что за треки играют на 0:14-4:15; 7:23-10:40; 10:42-13:43;,http://hazanda.com/ticket-58,58,5,36,1,2,2
59,TRUE,OPEN, Записывал с радио году в 1994-1995. Нашёл старую кассету с этими записями всё опознал кроме этого: записывал с am-радио предусмотрительно нажимая паузу на моментах когда ведущие называли исполнителей. Шазамы и тюнатики бессильны.,http://hazanda.com/ticket-59,65,,38,1,3,2
60,TRUE,OPEN,А вот ещё трек записанный с радио в 94-95 году - очередной ремикс на Kiss но просмотрев список официальных ремиксов выходивших за тот период и переслушав их все не нашёл нужного.,http://hazanda.com/ticket-60,66,,,1,3,
61,FALSE,RESOLVED, Что за музыка на 1:31?,http://hazanda.com/ticket-61,70,833,39,1,5,
62,TRUE,OPEN,http://m.vk.com/video-87532484_171742958?list=3368e328a4825ae8bd&from=wall34912542_6153 ,http://hazanda.com/ticket-62,57,,46,2,2,
63,TRUE,CLOSED,Арабский.,http://hazanda.com/ticket-63,72,,,2,2,
64,FALSE,CLOSED,Арабский,http://hazanda.com/ticket-64,72,,41,5,2,
65,FALSE,RESOLVED, Арабский:,http://hazanda.com/ticket-65,71,,524,2,2,
66,FALSE,RESOLVED,http://vk.com/video?z=video-98446009_171831334%2F771637514752aaf337%2Fpl_updates ,http://hazanda.com/ticket-66,72,833,43,8,3,
67,FALSE,OPEN,Что за музыка на заднем плане на 00:00-00:14,http://hazanda.com/ticket-67,73,,,4,3,1
68,TRUE,CLOSED,Разыскивается трек из фильма Константин.,http://hazanda.com/ticket-68,75,2,42,2,2,3
69,FALSE,RESOLVED,помогите плиз. Обыскала распросила кого/что только можно.,http://hazanda.com/ticket-69,76,833,1481,1,8,
70,FALSE,CLOSED,и отсюда,http://hazanda.com/ticket-70,78,5,52,2,3,
71,FALSE,OPEN, Помогите с песенкой,http://hazanda.com/ticket-71,79,,,2,3,
72,FALSE,CLOSED, ,http://hazanda.com/ticket-72,80,,,1,2,
73,TRUE,CLOSED,Хотелось бы узнать. На канале ЧЕ есть телепрограмма называется:Утилизатор . Хотелось бы узнать что играет за музыка в момент утилизирования машин? ,http://hazanda.com/ticket-73,66,,49,1,2,
74,FALSE,CLOSED,Подскажите трек очень понравился,http://hazanda.com/ticket-74,81,5,44,1,2,
75,FALSE,CLOSED,Понравилась эта музыка помогите найти,http://hazanda.com/ticket-75,82,716,,1,2,
76,FALSE,CLOSED,почему я не могу войти на странницу ,http://hazanda.com/ticket-76,83,5,45,1,2,
77,FALSE,CLOSED,Приветствую Вас уважаемые работники! у меня к вам просьба на канале ЧЕ есть программа Утилизатор я похожий пост читал что кто то искал трек который играет в конце передачи в момент утилизации машины а я ищу трек который играет в начале этой передачи с 33 секунды Помогите пожалуйста заранее спасибо),http://hazanda.com/ticket-77,84,43,51,1,3,
78,TRUE,CLOSED,Уважаемые подскажите пожалуйста название данной композиции или же исполнителя,http://hazanda.com/ticket-78,84,,,1,2,
79,FALSE,OPEN,Привет всем! Есть отрывок песни её не распознает ни Shazam ни другие программы. Отрывок содержит слова может по ним удастся найти. Надеюсь на Вашу помощь. Спасибо!,http://hazanda.com/ticket-79,85,,362,1,2,3
80,FALSE,CLOSED,http://vk.com/video?z=video150389934_171619277%2F809eb577af3954ab01%2Fpl_updates помогите найти трек пожалуйста,http://hazanda.com/ticket-80,52,,48,1,2,
81,FALSE,CLOSED,Ищу 5 лет трек играющий в передачах типа Странное Дело Игоря Прокопенко на т/к Рен-тв. Музыка очень нравится. В сети нет ни единого трека с его передач. Возможно музыка оригинальная и никогда не распространится. Но я бы очень хотел связаться с композитором. Очень прошу помогите найти трек !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,http://hazanda.com/ticket-81,86,,261,1,2,
82,FALSE,REOPEN,помогите найти полную версию,http://hazanda.com/ticket-82,85,43,,1,4,3
83,FALSE,OPEN,http://vk.com/club109748084?z=video-109748084_171759869%2F26c48284eb182da495%2Fpl_wall_-109748084 на 3:45 помогите найти,http://hazanda.com/ticket-83,87,,47,2,3,
84,FALSE,RESOLVED,Очень понравился трек с интро в этом шоу! Буду очень благодарен если его кто-то знает),http://hazanda.com/ticket-84,88,833,1482,1,4,
85,FALSE,CLOSED,3:45 плз,http://hazanda.com/ticket-85,87,,47,1,2,
86,TRUE,CLOSED,подскажите пожалуйста что за музыка играет на 15-й минуте Духлесс когда он очухивается в каком то доме там ещё деваха бухая в кресле танцует ,http://hazanda.com/ticket-86,91,43,50,1,2,
87,FALSE,CLOSED,Помогите пожалуйста найти трек из этого видео. Название или источник где его можно скачать. Shazam бессилен пробовал раз 20 - 3 дня в подряд. Ссылка на видео и аудио файл прилагается. ,http://hazanda.com/ticket-87,93,,22,4,2,
88,TRUE,RESOLVED, Здраствуйте! Что за трек играет на 17:48?,http://hazanda.com/ticket-88,57,833,57,3,3,
89,FALSE,OPEN, тут есть ссылка пожалуйста помогите найти Shazam не распознает! ,http://hazanda.com/ticket-89,94,,56,1,4,
90,FALSE,CLOSED,???,http://hazanda.com/ticket-90,95,,,2,2,
91,FALSE,REOPEN,саундтрек к видеоигре,http://hazanda.com/ticket-91,98,,54,2,3,3
92,FALSE,CLOSED,не могу узнать песню,http://hazanda.com/ticket-92,98,2,53,1,2,1
93,TRUE,REOPEN,Привет всем! Есть отрывок песни её не распознает ни Shazam ни другие программы. Отрывок содержит слова может по ним удастся найти. Надеюсь на Вашу помощь. Спасибо!,http://hazanda.com/ticket-93,96,,55,1,2,1
94,FALSE,CLOSED,Можно песню из трейлера к фанфику Niall Horan sex bruises. Спасибо,http://hazanda.com/ticket-94,101,60,58,1,2,
95,FALSE,CLOSED,здраствуйте. 26.02 по радио семь в тюменской области играла песня примерно в 22:55 иностранная рэп запомни только слово bebi или beibi,http://hazanda.com/ticket-95,102,,,1,2,
96,FALSE,RESOLVED,СМОТРЕТЬ.ШОК.Европа.Беженцы.Как в фильмах про апокалипсис.https://youtu.be/_uOjACJ2S48 Помогите найти трек из этого видео,http://hazanda.com/ticket-96,103,60,,1,3,
97,FALSE,CLOSED,Здравствуйте! музыка в видеоролике с самого начала до 1-40 и в конце та же самая с 8-15 и до конца видео. заранее спасибо большое!,http://hazanda.com/ticket-97,106,43,59,1,2,
98,FALSE,OPEN,никак не могу идентифицировать исполнителя и название.,http://hazanda.com/ticket-98,112,,,1,5,1
99,FALSE,CLOSED,Музыка играет на протяжении всего ролика шазам не распознаёт. Буду рада если кто-нибудь поможет. Спасибо заранее!,http://hazanda.com/ticket-99,114,99,60,1,2,
100,FALSE,CLOSED,подскажите трек!,http://hazanda.com/ticket-100,115,99,68,1,4,
101,FALSE,CLOSED,EDM?,http://hazanda.com/ticket-101,116,60,61,1,3,
102,FALSE,REOPEN,Помогите пожалуйста найти трек!,http://hazanda.com/ticket-102,118,,78,2,3,
103,FALSE,CLOSED, Хочу найти музыку с этого видео,http://hazanda.com/ticket-103,119,,66,1,3,
104,FALSE,CLOSED,https://vk.com/id292879380?w=wall292879380_2509%2Fall ,http://hazanda.com/ticket-104,122,99,287,1,3,
105,FALSE,CLOSED, https://vk.com/feed?section=replies&w=wall-83099418_249,http://hazanda.com/ticket-105,123,,,2,3,
106,FALSE,CLOSED,Вопрос в предпоследнесм коментарии не могу определить трек. ,http://hazanda.com/ticket-106,120,99,297,1,4,
107,FALSE,CLOSED, Помогите найти музыку с этого видео пожалуйста..срочно нужно..,http://hazanda.com/ticket-107,125,99,298,1,3,
108,FALSE,CLOSED,У кого есть соц сеть контакт пожалуйста перейдите по ссылке ,http://hazanda.com/ticket-108,126,43,65,1,3,
109,FALSE,RESOLVED,Поможет хоть тут кто-то?,http://hazanda.com/ticket-109,128,833,1483,1,5,
110,FALSE,CLOSED,Из видео в начале помогите пожалуйста,http://hazanda.com/ticket-110,96,5,69,1,3,1
111,FALSE,CLOSED,Из рекламы Адской Кухни где-то 2013 год канал рен-тв. Первая половина трека где опера интересует. Последние 3 секунды - где начинается рок-металл - не интересует. Заранее спасибо. ,http://hazanda.com/ticket-111,131,43,64,1,3,
112,FALSE,CLOSED,Добрый день! Что за музыка в этом видео с минуты 7:10? https://www.youtube.com/watch?v=BEZtkO6zJwg Спасибо! ,http://hazanda.com/ticket-112,132,43,63,1,4,
113,TRUE,CLOSED,Как найти музыку из видео про Физза?,http://hazanda.com/ticket-113,133,43,62,1,3,
114,FALSE,CLOSED,первый трек,http://hazanda.com/ticket-114,132,60,67,1,3,1
115,FALSE,CLOSED,первый трек из батла,http://hazanda.com/ticket-115,134,43,72,,3,2
116,FALSE,CLOSED,По ссылке на 44:33. Музыка из советского дубляжа старого американского фильма Серенада Солнечной долины . По какой-то причине в одном моменте советские звукорежиссеры заменили песню звучащую в оригинале на какую-то другую. Вопрос в том НА КАКУЮ? Возможно что это оркестр Гленна Миллера но найти песню мне так не удалось. Есть подозрения что это оркестр Томми Дорси но какая песня? ,http://hazanda.com/ticket-116,35,22,70,2,3,
117,FALSE,OPEN, https://vk.com/video-14035312_164645124,http://hazanda.com/ticket-117,136,,363,3,3,
118,FALSE,CLOSED,что за дорожка на фоне? в стиле propellerheads ,http://hazanda.com/ticket-118,137,,,1,2,
119,FALSE,CLOSED,Ищу лаунжовую мелодию из Американского Чоппера (серию не помню(((() трек играл в начале когда показывали зелёную местность. Очень приятная музыка!!!!,http://hazanda.com/ticket-119,138,22,71,1,2,
120,FALSE,OPEN, Кто нибудь знает название песни?,http://hazanda.com/ticket-120,140,,76,1,3,
121,FALSE,CLOSED,https://www.youtube.com/watch?v=BYIyPi8T2Dk ,http://hazanda.com/ticket-121,141,43,73,1,2,
122,FALSE,CLOSED, Помогите найти песню,http://hazanda.com/ticket-122,35,5,74,1,2,
123,TRUE,CLOSED,Начинается с 12:34,http://hazanda.com/ticket-123,1,,,5,2,
124,TRUE,CLOSED,http://www.youtube.com/watch?v=z3YweGtioto,http://hazanda.com/ticket-124,1,,,2,2,
125,FALSE,CLOSED,пред последнее видео№2 ,http://hazanda.com/ticket-125,142,5,75,2,2,
126,TRUE,CLOSED,Мне нужно узнать что за музыка играет в данном видеофайле https://vk.com/video?q=au&section=search&z=video212471785_165569263,http://hazanda.com/ticket-126,1,,,2,2,
127,TRUE,CLOSED, Приветствую!,http://hazanda.com/ticket-127,1,,149,2,2,
128,TRUE,CLOSED,Интересует трек с 0:25 на данном видео http://www.youtube.com/watch?v=zXtZiZkcuCI подскажите пожалуйста:) ,http://hazanda.com/ticket-128,1,2,,3,2,
129,FALSE,OPEN, Подскажите название песни 2:50,http://hazanda.com/ticket-129,145,,,2,3,
130,FALSE,OPEN,https://vk.com/saltykovagroup?z=video38311789_171871423%2F7e7578bb56fd3d3288%2Fpl_wall_-91107890 ,http://hazanda.com/ticket-130,146,,,1,2,
131,FALSE,CLOSED,трек из сериала отбросы 5 сезон 1 серия,http://hazanda.com/ticket-131,148,60,79,1,2,
132,FALSE,CLOSED,Что за песня? https://vk.com/video-28135898_456239046?api_access_key=e5b405540e545fd882,http://hazanda.com/ticket-132,150,,,1,2,
133,FALSE,CLOSED,Хочу музику,http://hazanda.com/ticket-133,150,,,1,2,
134,FALSE,CLOSED, подскажите трек из видео ,http://hazanda.com/ticket-134,152,,,1,2,
135,FALSE,CLOSED,Выпускники 2015.Школа №79.Флешмоб от родителей.Который звучит после мама бос на 4:35 ,http://hazanda.com/ticket-135,153,99,81,1,2,
136,FALSE,OPEN,На какой улице я вырос?,http://hazanda.com/ticket-136,157,,80,3,5,
137,FALSE,CLOSED,песня отсюда?),http://hazanda.com/ticket-137,152,2,299,1,2,
138,FALSE,CLOSED,Как называется гимн серии а(чемпионат италии по футболу) который звучит перед каждым матчем чемпионата?,http://hazanda.com/ticket-138,163,99,82,2,2,
139,FALSE,CLOSED,Хотелось бы узнать название трека,http://hazanda.com/ticket-139,122,60,262,1,2,
140,FALSE,REOPEN, Что за музыка 7:35,http://hazanda.com/ticket-140,168,,83,2,2,
141,FALSE,CLOSED,https://youtu.be/SfvWZcpIeNs ,http://hazanda.com/ticket-141,170,5,84,1,2,
142,FALSE,CLOSED,Музыка из рекламы туроператора TUI.,http://hazanda.com/ticket-142,171,43,269,5,2,
143,FALSE,CLOSED,http://vk.com/wall-62808321_3725 песня народная фольклорная поёт Елизавета аньшина кто знает как она называется и какой область. Заранее спасибо,http://hazanda.com/ticket-143,172,43,85,1,2,
144,FALSE,CLOSED,http://youtu.be/pxlw-DeVooE Что за песня в начале ? ,http://hazanda.com/ticket-144,173,,,1,2,
145,FALSE,OPEN,дайте трек пожалуйста,http://hazanda.com/ticket-145,177,,300,2,3,
146,FALSE,OPEN, Что за трек на 40 секунде начинается ,http://hazanda.com/ticket-146,180,,301,2,3,
147,FALSE,OPEN,Подскажите пожалуйста трек в рекламе на телеконале ТНТ само название видео называется Почувствуй лето ссылка http://su0.ru/QLj9 ,http://hazanda.com/ticket-147,85,,302,1,3,3
148,FALSE,CLOSED,Что за трек с 00:07 по 00:12?,http://hazanda.com/ticket-148,181,,96,1,2,
149,FALSE,CLOSED,подскажите пожалуйста название песни в конце видео перепробовал все шазамы какие есть даже через пк микрофона на различных специализирующих на этом сайтах нигде не могут выяснитьhttps://www.youtube.com/watch?v=R6ZtCoA_ubo спасибо!,http://hazanda.com/ticket-149,86,43,95,1,2,
150,FALSE,CLOSED,Определите пожалуйста название песни в конце видео все приложения типа шазам перепробовал все онлайн сайты которые определяют по микрофону пк да еще кучу всяких штучек на эту тему и все не могут его определить пожалуйста название песни в конце видео! спасибо!https://www.youtube.com/watch?v=R6ZtCoA_ubo ,http://hazanda.com/ticket-150,163,,86,1,3,
151,FALSE,CLOSED,Подскажите пожалуйста саундтреки из данного видео https://vk.com/video-104312845_172492539,http://hazanda.com/ticket-151,182,99,89,1,3,
152,TRUE,CLOSED,Какая музыка играет в 7й серии сериала Волшебники на 42й минуте,http://hazanda.com/ticket-152,183,5,87,2,2,
153,TRUE,RESOLVED,Здравствуйте какая музыка звучит Ростелеком в режиме ожидания,http://hazanda.com/ticket-153,31,833,1704,2,7,
154,FALSE,CLOSED,Что за трек играет с 00:06 по 00:11?,http://hazanda.com/ticket-154,35,60,91,1,2,
155,FALSE,CLOSED,Трек из звёздных войн?,http://hazanda.com/ticket-155,120,5,90,1,2,
156,FALSE,CLOSED,fre,http://hazanda.com/ticket-156,184,,,1,2,
157,FALSE,CLOSED,какая песня и исполнитель звучали на радио Ностальжи Россия в 00:50 04.03.2016,http://hazanda.com/ticket-157,188,,,1,2,1
158,FALSE,CLOSED,---ТЕСТ---,http://hazanda.com/ticket-158,190,,,4,2,
159,FALSE,CLOSED,TEST-0001,http://hazanda.com/ticket-159,192,,,1,2,1
160,FALSE,OPEN, ----TEST---- помогите найти видео к треку,http://hazanda.com/ticket-160,192,,,1,3,1
161,FALSE,OPEN,http://vk.com/video?q=караоке%20as%20a%20lay%20dying&section=search&z=video58583599_137816403 ,http://hazanda.com/ticket-161,192,,,1,3,2
162,FALSE,CLOSED, Трек играющий с 7:00 по 11:36,http://hazanda.com/ticket-162,192,5,97,1,2,
163,FALSE,CLOSED,Ссылка на ролик https://www.youtube.com/watch?v=Iph897_fSgs ,http://hazanda.com/ticket-163,192,,,1,2,
164,FALSE,CLOSED,Здравствуйте давно ищу музыку с пластинки душителя чулками из 3 серии 2 сезона сериала Индевор. Не шазамится на зарубежных сайтах тоже без ответа...,http://hazanda.com/ticket-164,193,22,99,1,2,2
165,FALSE,OPEN,Мне нужно название песни которая играет в этом видео.https://www.youtube.com/watch?v=h4CAIcIK9YA,http://hazanda.com/ticket-165,197,,101,1,3,3
166,FALSE,CLOSED,Miditekk - The Sound Lab,http://hazanda.com/ticket-166,196,200,100,1,2,
167,FALSE,OPEN,Neradio - House & Trance,http://hazanda.com/ticket-167,198,,,2,3,
168,TRUE,CLOSED,Не могу найти песню,http://hazanda.com/ticket-168,200,60,102,1,2,
169,FALSE,OPEN,Помогите найти трек пожалуйста очень надо a wonna give to moushen поёт девушка смотрите видео,http://hazanda.com/ticket-169,201,,,1,3,1
170,FALSE,RESOLVED,http://m.vk.com/away.php что за песня ,http://hazanda.com/ticket-170,202,2,272,1,3,
171,FALSE,OPEN,Давно ищу трэк из вайна. Ссылка прилагается. Пожалуйста.,http://hazanda.com/ticket-171,205,,,1,5,
172,FALSE,CLOSED, Ищу песню из фильма на 23:35 минуте,http://hazanda.com/ticket-172,206,43,113,1,1,
173,FALSE,CLOSED,,http://hazanda.com/ticket-173,208,2,103,1,1,
174,FALSE,CLOSED,http://vk.com/video-90818758_171695537,http://hazanda.com/ticket-174,209,,,1,2,
175,FALSE,CLOSED, ,http://hazanda.com/ticket-175,210,2,104,4,1,
176,FALSE,CLOSED,подскажите пожалуйста трек из новой рекламы Yota,http://hazanda.com/ticket-176,213,,,2,1,
177,FALSE,CLOSED, подскажите название трека из рекламы Термотушь «TUBE YOUR LASHES» от DIVAGE.,http://hazanda.com/ticket-177,212,220,109,1,1,
178,FALSE,CLOSED,Спасибо)) ,http://hazanda.com/ticket-178,214,,,1,1,
179,FALSE,CLOSED,трек из вайна,http://hazanda.com/ticket-179,215,220,111,2,1,
180,FALSE,CLOSED,Помогите найти трек на видео.,http://hazanda.com/ticket-180,217,220,105,1,1,
181,FALSE,OPEN,ищу трек,http://hazanda.com/ticket-181,216,,,1,1,
182,FALSE,OPEN,Lee Richardson & Richard Macklin & Tom Ford - Breathe with me,http://hazanda.com/ticket-182,218,,,3,3,
183,FALSE,CLOSED,https://vk.com/videos-95434619?z=video-95434619_171726420%2Fclub95434619%2Calbum-95434619%2Fpl_-95434619,http://hazanda.com/ticket-183,219,,,1,2,
184,FALSE,CLOSED, https://vine.co/v/iiMKQeATJu2,http://hazanda.com/ticket-184,220,220,115,2,1,
185,FALSE,OPEN,подскажите трек ,http://hazanda.com/ticket-185,221,,,1,3,
186,FALSE,OPEN,Добрый вечер! Подскажите пожалуйста трек.,http://hazanda.com/ticket-186,228,,,1,3,
187,FALSE,CLOSED,Музыку мне ,http://hazanda.com/ticket-187,229,99,112,1,1,
188,FALSE,CLOSED,В фильме I AM HARDWELL примерно на 30 минуте фильма нужен трек!,http://hazanda.com/ticket-188,35,99,106,1,1,
189,FALSE,OPEN, Sunshine feat. Maxime Sk1 Club Mix Vision Factory,http://hazanda.com/ticket-189,230,,364,1,3,1
190,FALSE,RESOLVED,как найти негде нет(,http://hazanda.com/ticket-190,210,2,303,1,1,
191,FALSE,RESOLVED,помогииите ,http://hazanda.com/ticket-191,237,833,1497,1,3,
192,FALSE,CLOSED, Скажите как называется музыка https://www.youtube.com/watch?v=dbIvMC12lnw,http://hazanda.com/ticket-192,238,,,1,2,
193,TRUE,RESOLVED,11:13 секунд ,http://hazanda.com/ticket-193,213,712,1498,1,7,
194,FALSE,CLOSED,Да как его описать услышал записал...,http://hazanda.com/ticket-194,240,,,1,1,
195,FALSE,CLOSED,Прошу помогите определить название трека? ,http://hazanda.com/ticket-195,242,,,1,1,
196,FALSE,RESOLVED,Что за музыка играет с 0:18 по 7:34,http://hazanda.com/ticket-196,242,60,304,1,1,1
197,FALSE,OPEN,песню отсюда плз,http://hazanda.com/ticket-197,243,,114,1,2,
198,FALSE,OPEN,Ищу песню,http://hazanda.com/ticket-198,220,,,1,3,
199,FALSE,OPEN, Lee Richardson & Richard Macklin & Tom Ford - Breathe with me ,http://hazanda.com/ticket-199,244,,394,3,2,
200,FALSE,CLOSED,где можно скачать или найти этот трек? ,http://hazanda.com/ticket-200,218,255,,1,3,
201,FALSE,CLOSED,Что за песня в 6 серии на 14:30 помогите плиз,http://hazanda.com/ticket-201,98,60,223,2,2,4
202,FALSE,OPEN,Всем привет рад что ваш сайт появился надеюсь вы мне поможете. Я в свою очередь дам вам рекламку и если нужно немного помогу финансово)). Трек идёт от начал до конца видио. Помогите плз.,http://hazanda.com/ticket-202,251,,,2,5,
203,FALSE,OPEN,Всем привет рад что ваш сайт появился надеюсь вы мне поможете. Я в свою очередь дам вам рекламку и если нужно немного помогу финансово)). 15:46-18:00 Помогите ради Бога найти очень крутой трек!!,http://hazanda.com/ticket-203,252,,,2,4,
204,FALSE,OPEN,Всем привет рад что ваш сайт появился надеюсь вы мне поможете. Я в свою очередь дам вам рекламку и если нужно немного помогу финансово)). 37:42-39:40 Помогите ради Бога найти очень крутой трек!!,http://hazanda.com/ticket-204,253,,,,4,1
205,FALSE,CLOSED,Всем привет рад что ваш сайт появился надеюсь вы мне поможете. 6:36- 6:50 подскажите плз. ,http://hazanda.com/ticket-205,254,,,,2,
